conv_id,golden_split,stratum,n_prior_turns,context,customer_text
2953014,test,random,2,"Customer: hi, how can I download the artwork with the Spotify code from my phone? I could do it using the website <url> before, but it's not working anymore, now only downloads de code.
SpotifyCares: Hi Ben, help's here! Does using a different browser help? You might also want to try using an incognito window. Let us know","I tried w/ a different browser, but I can't, not sure what's wrong. This is all what I get using the website. I like to share the artwork w/ Spotify code on my social media, I don't think I'm sharing again until you guys solve this ;( <url>"
2825209,test,random,0,,"@user Stop-start probs with Spotify on my laptop. So FRUSTRATING &amp; paying premium. Tried loging out &amp; back in turned laptop off &amp; back on. #loveSpotify so much, on 12 Dec last year #Spotify advised I listened for 52,909mins in 2016. I guess same this year. Please HELP me!"
2855899,test,random,0,,Hi . I just noticed that I all of a sudden am on the premium family subscription? How? it might have something to do with the fact that my account was being streamed from an unfamiliar device earlier this month. Can u switch me back to 9.99/mo
124841,test,intent_balanced,3,"Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. <url>
Customer: You broke my heart. You didn't post it's only available under credit card txns.
SpotifyCares: Hi Daryll! You can use your mobile carrier to get the promo, but you would get the 129 PHP for 3 months offer. To get the offer for 9 PHP, you'll need to use a recurring payment method like a credit/debit card or PayPal. Let us know if you have any other questions",@user how to get the promo 129php for 3months?
95800,test,intent_balanced,0,,could you help me
2869,test,random,0,,"why is this album on Spotify if it's not playable? It would be super if was available, THIS IS #2NE1 playlist would be complete if it had all the songs from their first mini album <url>"
468369,test,hard,0,,"@user i has been processed for subscription spotify student but i cancel before finished the transaction,and my debit has been paymented for that. Can i refund for my money?"
2846486,test,hard,4,"Customer: no one in India should buy or choose Spotify @ first place #Spotify @user @user #annoyed #pissed #CustomerService #NPR #CustomerExperience #CustomerSuccess #ridiculous
SpotifyCares: Hey there! Could you let us know what happening exactly? Keep us posted
Customer: I am having a US Spotify account, I am in India traveling fora while. and because of this situation I am not able to play music on my Spotify !!
SpotifyCares: Can you DM us your account's username or email address? We'll take a look backstage",_manny24 is my username. I would prefer not disclosing my email details here
2699550,test,random,0,,"hey im trying to remove a few of my old releases, they are on discontinued labels. But i no longer have contact with the people running it. How would i do this?"
467609,test,random,0,,"urgh, is there some way to get @user to stop recommending finnish music in discover weekly and release radar?"
539169,test,random,1,Customer: No @user I want my fucking music :( my library has been taken😢😢😢😢😢😢 how am I suppose to pregame jam! <url>,"@user I got it back, but shit still. Lol"
123472,test,random,0,,"Hey @user, can I block certain artists? I don't want to listen to artists who are continuously violent to women."
526685,test,hard,1,"Customer: I need help getting back into my acct. My username is two part, the official part being auto generated and I do not recall it",Please email me at __email__
2927401,test,intent_balanced,0,,"Hi Spotify, I've sent you a dm. Please check 😊"
2925991,test,random,0,,@user Is there a way to add our Podcast to the list of Podcasts on Spotify?
2816727,test,random,1,Customer: Keep the flow with ad-free music. Premium is just 0.99 CAD for 3 months. <url>,@user Why can’t I play my welcome mix at home ?
565413,test,hard,0,,@user My account has been hacked - what to do?
2865473,test,intent_balanced,0,,@user hey guys I got an idea for a feature! Can you put on their to show us how many times we have listened to a certain song? It could really help when it comes to clearing up playlists and more. Thanks!
492422,test,hard,0,,"somebody else was using my account bc i could see their device playing so i changed my password, but i think they also tried to reset the password bc i received another password reset email that i didn't request. HELP lol"
2837833,test,hard,2,"Customer: I wouldn't have to ask this all the time if @user would reconfigure my Discover Weekly to include anything decent. <url>
SpotifyCares: Hey Marky! To keep Discover Weekly fresh, keep listening to more of your favourite tunes. This will mix things up","I'm giving it all she's got, cap'n!"
77699,test,random,1,Customer: 3 bulan Premium hanya Rp 4.990. Putar musik offline di mana saja. <url>,@user Is it true? Only 4990 rupiahs? Not 49900?
2920615,test,random,4,"Customer: Dumb
SpotifyCares: Sorry to hear you feel that way. What's happening exactly? We'll see what we can suggest
Customer: Nope I purposely deleted it bc no one is helpful. Isk why I pay for your services
SpotifyCares: We understand. If you need our help for anything, just let us know",I’m unsubscribing and going back to Apple Music.
160513,test,intent_balanced,0,,"I'm trying to join my Premium For Family subscription, but I keep getting, error 600. Moved countries since last sub, and my profile is stuck on 🇬🇧, can't change to 🇩🇪. Any advice?"
568928,test,random,0,,"Is @user going to do the ""Year In Review"" like they used to this year? Or am I leaving Gambino on repeat to pad my numbers for no reason?"
2929214,test,hard,1,Customer: How do I request songs be added to @user tho,@user I need at least 3 to complete my playlist this is vital
2859063,test,hard,0,,I was listening to music all of a sudden I connected to a device I've never seen before and the songs are changing live on my phone app. Is my account compromised?
2881639,test,random,2,"Customer: Can @user add lil peeps music so my premium is worth or nah?
SpotifyCares: Hey there! We’d love to have all of his stuff available, but we have some info about content here: <url>",It'd be cool to at least be able to find local files on mobile
133961,test,random,1,Customer: 3 bulan Premium hanya Rp 4.990. Putar musik offline di mana saja. <url>,@user Jadi ini 4990 u/ yg baru mnggnkn spotify premium dgn pmbyrn mnggnkn krtu kredit tdk brlku u/ potong pulsa.
2883730,test,random,0,,"@user so shitty that I can’t get into my account, the reset link won’t send to my email. 😒"
666368,test,random,0,,"Hey @user It would be great if the user could undo the 'thumbs up""/""thumbs down"" choice on a Radio Station item. <url>"
488811,test,random,0,,"hi, I just signed up to premium and you've charged me 0.01p can u confirm info have the 3 months for 0.99p please?"
572080,test,intent_balanced,0,,@user Your app is controlling playback by itself. Will be downgrading this afternoon and deleting if it peresists. Thanks.
631994,test,hard,2,"Customer: Heyyyy guys what’s been going on with the app lately? I’ve been experiencing that it just stops in the middle of a song multiple times. So have my friends.
SpotifyCares: Hey there! Can you let us know what device, operating system, and Spotify version you're running? Also, does this happen with any specific songs?","iPhone 6s, latests ios and no particular songs. <url>"
83706,test,intent_balanced,1,Customer: Zero ads. All music. Get 3 months Premium for ₱9. <url>,@user Hi! I sent a DM
79453,test,random,1,Customer: 3 months of Premium is just 99p. Play music offline wherever you go. <url>,@user Why can’t virgin mobile users subscribe.
118841,test,intent_balanced,2,"Customer: when is your amazing app going to get released in South Africa? Is it going to be released in South Africa?
SpotifyCares: Hi there! We're launching regularly in countries around the world. Sign up here to be first to hear: <url> If there's anything else, just give us a shout",Thank you for the useful information 👍😁
689528,test,hard,2,"Customer: why did you delete all the songs in 4am comedown 😭 why didn’t you just rename it 😭 why are there only 50 songs in the playlist 😭 <url>
SpotifyCares: Hey there! Can you give us more info on what's happening exactly? Can you send us a link to the playlist? We'll see what we can suggest",The playlist used to be called ‘4am Comedown’ but you changed the name to ‘The Wind Down’ (lol) but all the songs from 4am Comedown have disappeared and now there are only 50 new songs 😭 did you remove all the songs from the 4am comedown’ playlist 😭 I didn’t get to save them 😭
2201042,test,random,0,,@user You guys have the worst user interface on pc and mobile. You can't find your way to a specific album or song without having to dig through all the folders. I listen to pretty much the same songs all the time but it still takes like 6 clicks just to play a song.
2577745,test,random,3,"Customer: Met Premium sla je onbeperkt nummers over. Geniet nu 3 maanden voor slechts €0,99. <url>
Customer: Misleidende reclame
SpotifyCares: Hey! We can help out in English via Twitter, but we also have Dutch support via email at <url>","Misleidende reclame in Nederlandse taal, antwoord in Engels....nog meer verwarring en doorlinken??"
2933218,test,intent_balanced,4,"Customer: Is there a way I can stop Spotify from making a radio for every single thing that I play? Like I'll go to click on my playlist and I'm like wait this isn't on my playlist. And then I realise oh shit fam it's a radio
SpotifyCares: Hey there! Are you currently on Free or Premium? Also, are you hearing the different artists in between tracks or at the end of the playlist? We'll check things out for you
Customer: I’m on free because premium cost money and like I listen to a playlist with numerous artists and then it creates a radio for it which confuses me because I don’t read which one is which.
SpotifyCares: Thanks. We're afraid Suggested Tracks will play when listening to an album or playlist as it's part of our Free service: <url> You can check out <url> if you haven't had Premium before. Give us a shout if there's anything else",Okay yep sorry but I explained myself poorly. After listening to a playlist it will create a radio for that playlist. That radio plays other artists and tracks. So I’m wondering if I can delete those radios. I hope that’s better
2219833,test,intent_balanced,0,,"hi please kindly check my dm to you, thank you!"
2785004,test,intent_balanced,0,,Opened up @user before getting on a plane and it said all the songs I downloaded are gone? What gives?
2913812,test,intent_balanced,4,"Customer: You gotta love @user ads <url>
SpotifyCares: Hey there, help's here! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted
Customer: That doesnt fix, it has been doing it on the web version and the app for awhile. The ad lengths are random but this is the longest ive seen.
SpotifyCares: We see. Could you try a quick reinstall fo the app for us? Just follow the steps here: <url> Let us know if this helps",I have reinstalled but I am still getting very long ads
564515,test,intent_balanced,0,,someone has hacked my spotify account. I refuse to pay for someone else to listen to music. It is very unprofessional that you do not provide a contact number. I had to make a Twitter account just to complain. Please contact me immediately and fix the problem.
550055,test,intent_balanced,2,"Customer: yes plsssss 😫😫😫 <url>
Customer: they keep taking one by one down i didn't pay for this 😖",@user true omygosh i thought its only for a day but then i noticed that it doesnt come back pls bring it back 😔
599480,test,random,0,,hey @user you gonna release my most listened songs for 2017 soon? cause I gotta know if I was more emo than last year
689585,test,random,0,,"@user I am paying the full amount each month but I am a student with a NUS card, am I able to have this applied please? #student#music"
462651,test,intent_balanced,0,,got mineeeee. yiz <url>
113856,test,hard,1,Customer: Premium gives you unlimited skips. Get 3 months now for just 99p. <url>,"@user This is ridiculous, I’ve tried to pay for this through PayPal but somehow the payment doesn’t go through and let me get this offer 😕"
171094,test,random,3,"Customer: just got super buggy after the last update. Can't play any songs from album-only view #PleaseFixItQuickly 💚💚💚 #ITurnedItOffAndOnAlready
SpotifyCares: Hey! Could you let us know the device/OS you're using? Keep us posted
Customer: Hi! I am using Spotify v1.0.68.407.g6864aaaf on macOS Sierra 10.12.6 - it happens when I click on an artist and select a specific album to play a specific song from (it doesn't play at all).",It seems that it works again now. I was previously streaming music while connected to the university network with an ethernet cable. Now outside. Thanks for the quick reply guys 🙂
2764550,test,hard,1,Customer: Lewati tanpa batas dengan Premium. Dapatkan 3 bulan Premium kini hanya Rp 4.990. <url>,@user Can't sign up via email. Why?
2819530,test,random,2,"Customer: this is still an issue help <url>
SpotifyCares: Hey! You can find Your Time Capsule at <url> We'd also suggest following it to keep it saved 🙂",I use spotify every day and this is the message i’ve been getting every time i’ve clicked the link in the past two months <url>
44348,test,intent_balanced,1,Customer: Zero ads. All music. Get 3 months Premium for ₱9. <url>,@user Hi! How can I avail this promo? :)
2819531,test,random,0,,this is still an issue help <url>
649883,test,intent_balanced,0,,thank u for not accepting my credit card :) i even had to make a second account and try again and nothing works. i am so annoyed right now. help.
492382,test,hard,2,"Customer: all my ads are in German how do I fix this?
SpotifyCares: Hey Kalie, we'd love to look into this for you. Can you send us your account's username/email address? We'll check backstage",My username us kalie.filice the email is __email__
438426,test,intent_balanced,0,,having issues with premium not working for my account on mobile device
